,msrp,Number of speeds,Horse Power,Fuel tank capacity,City,Highway,Total Seating Capacity,Overall height,Overall Length,Overall Width,Wheelbase,Recommended fuel,img,model,year
2020 Porsche Cayenne Coupe - Turbo,130100.0,8.0,541.0,23.7,15.0,19.0,4.0,65.1,194.2,78.4,114.0,3.0,img.autobytel.com/2020/porsche/cayenne-coupe/2-550-oemexteriorfront1300-92321.JPG,2020 Porsche Cayenne Coupe,2020
2014 Porsche Boxster - Base,50400.0,6.0,265.0,16.9,20.0,30.0,2.0,50.5,172.2,70.9,97.4,3.0,img.autobytel.com/2014/porsche/boxster/3-550-061014%20porsche%20boxster%202014-72440.jpg,2014 Porsche Boxster,2014
2014 Porsche Boxster - S,62100.0,6.0,315.0,16.9,20.0,28.0,2.0,50.4,172.2,70.9,97.4,3.0,img.autobytel.com/2014/porsche/boxster/3-550-061014%20porsche%20boxster%202014-72441.jpg,2014 Porsche Boxster,2014
2013 Porsche Boxster - Base,49500.0,6.0,265.0,16.9,20.0,30.0,2.0,50.5,172.2,70.9,97.4,3.0,img.autobytel.com/2013/porsche/boxster/2-550-oemexteriorfront-69597.jpg,2013 Porsche Boxster,2013
2013 Porsche Boxster - S,60900.0,6.0,315.0,16.9,20.0,28.0,2.0,50.4,172.2,70.9,97.4,3.0,img.autobytel.com/2013/porsche/boxster/2-550-oemexteriorfront-69598.jpg,2013 Porsche Boxster,2013
2012 Porsche Boxster - Base,48100.0,6.0,255.0,16.9,19.0,27.0,2.0,50.9,170.9,70.9,95.1,3.0,img.autobytel.com/2012/porsche/boxster/2-550-oemexteriorfront-67509.jpg,2012 Porsche Boxster,2012
2012 Porsche Boxster - S,58600.0,6.0,310.0,16.9,19.0,26.0,2.0,50.9,170.9,70.9,95.1,3.0,img.autobytel.com/2012/porsche/boxster/2-550-oemexteriorfront-67510.jpg,2012 Porsche Boxster,2012
2012 Porsche Boxster - Spyder,61800.0,6.0,320.0,14.3,19.0,27.0,2.0,48.5,170.9,70.9,95.1,3.0,img.autobytel.com/2012/porsche/boxster/2-550-oemexteriorfront-67511.jpg,2012 Porsche Boxster,2012
2012 Porsche Boxster - Black Edition,65200.0,6.0,320.0,16.9,19.0,27.0,2.0,50.9,170.9,70.9,95.1,3.0,img.autobytel.com/2012/porsche/boxster/2-550-oemexteriorfront-67512.jpg,2012 Porsche Boxster,2012
2011 Porsche Boxster - Base,48100.0,6.0,255.0,16.9,19.0,27.0,2.0,50.9,172.1,70.9,95.1,3.0,img.autobytel.com/2011/porsche/boxster/2-550-oemexteriorfront-65554.jpg,2011 Porsche Boxster,2011
2011 Porsche Boxster - S,58600.0,6.0,310.0,16.9,19.0,26.0,2.0,50.9,172.1,70.9,95.1,3.0,img.autobytel.com/2011/porsche/boxster/2-550-oemexteriorfront-65555.jpg,2011 Porsche Boxster,2011
2011 Porsche Boxster - Spyder,61800.0,6.0,320.0,14.3,19.0,27.0,2.0,48.5,172.1,70.9,95.1,3.0,img.autobytel.com/2011/porsche/boxster/2-550-oemexteriorfront-65556.jpg,2011 Porsche Boxster,2011
2010 Porsche Boxster - Base,47600.0,6.0,255.0,16.9,19.0,27.0,2.0,50.9,172.1,70.9,95.1,3.0,img.autobytel.com/2010/porsche/boxster/2-550-oemexteriorfront-61986.jpg,2010 Porsche Boxster,2010
2010 Porsche Boxster - S,58000.0,6.0,310.0,16.9,19.0,26.0,2.0,50.9,172.1,70.9,95.1,3.0,img.autobytel.com/2010/porsche/boxster/2-550-oemexteriorfront-61987.jpg,2010 Porsche Boxster,2010
2009 Porsche Boxster - Base,46600.0,6.0,255.0,16.9,19.0,27.0,2.0,50.9,172.1,70.9,95.1,3.0,img.autobytel.com/2009/porsche/boxster/2-550-oemexteriorfront-51833.jpg,2009 Porsche Boxster,2009
2009 Porsche Boxster - S,56700.0,6.0,310.0,16.9,19.0,26.0,2.0,50.9,172.1,70.9,95.1,3.0,img.autobytel.com/2009/porsche/boxster/2-550-oemexteriorfront-51841.jpg,2009 Porsche Boxster,2009
2008 Porsche Boxster - Base (M5),45800.0,5.0,245.0,16.9,20.0,29.0,2.0,50.9,171.6,70.9,95.1,3.0,img.autobytel.com/2008/porsche/boxster/2-550-oemexteriorfront-47910.jpg,2008 Porsche Boxster,2008
2008 Porsche Boxster - S (M6),55700.0,6.0,295.0,16.9,18.0,26.0,2.0,50.9,171.6,70.9,95.1,3.0,img.autobytel.com/2008/porsche/boxster/2-550-oemexteriorfront-47915.jpg,2008 Porsche Boxster,2008
2008 Porsche Boxster - RS 60 Spyder (M6),64900.0,6.0,303.0,16.9,18.0,26.0,2.0,50.5,171.6,70.9,95.1,3.0,img.autobytel.com/2008/porsche/boxster/2-550-threequartersview-48125.jpg,2008 Porsche Boxster,2008
2008 Porsche Boxster - Limited Edition (M5),49900.0,5.0,245.0,16.9,20.0,29.0,2.0,50.9,171.6,70.9,95.1,3.0,img.autobytel.com/2008/porsche/boxster/2-550-oemexteriorfront-60917.jpg,2008 Porsche Boxster,2008
2008 Porsche Boxster - S Limited Edition (M6),59900.0,6.0,295.0,16.9,18.0,26.0,2.0,50.9,171.6,70.9,95.1,3.0,img.autobytel.com/2008/porsche/boxster/2-550-oemexteriorfront-60918.jpg,2008 Porsche Boxster,2008
2007 Porsche Boxster - Base (M5),45600.0,5.0,245.0,16.9,23.0,32.0,2.0,50.9,171.6,70.9,95.1,3.0,img.autobytel.com/2007/porsche/boxster/2-550-oemexteriorfront-43050.jpg,2007 Porsche Boxster,2007
2007 Porsche Boxster - S (M6),55500.0,6.0,295.0,16.9,20.0,28.0,2.0,50.9,171.6,70.9,95.1,3.0,img.autobytel.com/2007/porsche/boxster/2-550-oemexteriorfront-43072.jpg,2007 Porsche Boxster,2007
2006 Porsche Boxster - Base (M5),45000.0,5.0,240.0,16.9,20.0,29.0,2.0,51.0,171.6,70.9,95.1,3.0,img.autobytel.com/2006/porsche/boxster/2-550-oemexteriorfront-41548.jpg,2006 Porsche Boxster,2006
2006 Porsche Boxster - S (M6),54700.0,6.0,280.0,16.9,19.0,27.0,2.0,51.0,171.6,70.9,95.1,3.0,img.autobytel.com/2006/porsche/boxster/2-550-oemexteriorfront-41551.jpg,2006 Porsche Boxster,2006
2005 Porsche Boxster - Base (M5),43800.0,5.0,240.0,16.9,20.0,29.0,2.0,51.0,170.4,70.9,95.1,3.0,img.autobytel.com/2005/porsche/boxster/2-550-oemexteriorfront-39093.jpg,2005 Porsche Boxster,2005
2005 Porsche Boxster - S (M6),53100.0,6.0,280.0,16.9,17.0,25.0,2.0,51.0,170.4,70.9,95.1,3.0,img.autobytel.com/2005/porsche/boxster/2-550-oemexteriorfront-39094.jpg,2005 Porsche Boxster,2005
2004 Porsche Boxster - Base (M5),42600.0,5.0,225.0,16.9,20.0,29.0,2.0,50.8,170.1,70.1,95.1,3.0,img.autobytel.com/2004/porsche/boxster/2-550-oemexteriorfront-35317.jpg,2004 Porsche Boxster,2004
2004 Porsche Boxster - S (M6),51600.0,6.0,258.0,16.9,18.0,26.0,2.0,50.8,170.1,70.1,95.1,3.0,img.autobytel.com/2004/porsche/boxster/2-550-oemexteriorfront-35318.jpg,2004 Porsche Boxster,2004
2003 Porsche Boxster - Base (M5),42600.0,5.0,225.0,16.9,20.0,29.0,2.0,50.8,170.1,70.1,95.1,3.0,img.autobytel.com/2003/porsche/boxster/2-550-oemexteriorview-29154.jpg,2003 Porsche Boxster,2003
2003 Porsche Boxster - S (M6),51600.0,6.0,258.0,16.9,18.0,26.0,2.0,50.8,170.1,70.1,95.1,3.0,img.autobytel.com/2003/porsche/boxster/2-550-oemexteriorview-29155.jpg,2003 Porsche Boxster,2003
2002 Porsche Boxster - Base (M5),42600.0,5.0,217.0,17.0,19.0,27.0,2.0,50.8,171.0,70.1,95.2,3.0,img.autobytel.com/2002/porsche/boxster/2-550-threequartersview-24322.jpg,2002 Porsche Boxster,2002
2002 Porsche Boxster - S (M6),51600.0,6.0,250.0,17.0,18.0,26.0,2.0,50.8,171.0,70.1,95.2,3.0,img.autobytel.com/2002/porsche/boxster/2-550-threequartersview-24323.jpg,2002 Porsche Boxster,2002
2001 Porsche Boxster - Base (M5),42100.0,5.0,217.0,17.0,19.0,27.0,2.0,50.8,171.0,70.1,95.2,3.0,img.autobytel.com/2001/porsche/boxster/2-550-oemexteriorview-57946.jpg,2001 Porsche Boxster,2001
2001 Porsche Boxster - S (M6),50200.0,6.0,250.0,17.0,18.0,26.0,2.0,50.8,171.0,70.1,95.2,3.0,img.autobytel.com/2001/porsche/boxster/2-550-oemexteriorview-57947.jpg,2001 Porsche Boxster,2001
2000 Porsche Boxster - Base (M5),41430.0,5.0,217.0,17.0,20.0,28.0,2.0,50.8,171.0,70.1,95.2,3.0,img.autobytel.com/2000/porsche/boxster/2-550-oemexteriorview-56257.jpg,2000 Porsche Boxster,2000
2000 Porsche Boxster - S (M6),49930.0,6.0,250.0,17.0,18.0,26.0,2.0,50.8,171.0,70.1,95.2,3.0,img.autobytel.com/2000/porsche/boxster/2-550-oemexteriorview-56258.jpg,2000 Porsche Boxster,2000
1999 Porsche Boxster - (M5),41000.0,5.0,201.0,17.0,19.0,26.0,2.0,50.8,171.0,70.1,95.2,3.0,img.autobytel.com/1999/porsche/boxster/2-550-oemexteriorview-54794.jpg,1999 Porsche Boxster,1999
1999 Porsche Boxster - (A5),44210.0,5.0,201.0,17.0,19.0,26.0,2.0,50.8,171.0,70.1,95.2,3.0,img.autobytel.com/1999/porsche/boxster/2-550-oemexteriorview-54795.jpg,1999 Porsche Boxster,1999
2023 Porsche 718 Cayman - Base,63400.0,6.0,300.0,14.2,20.0,25.0,2.0,51.0,172.4,70.9,97.4,3.0,img.autobytel.com/2023/porsche/718-cayman/2-550-oem-exterior-front1300-101814.jpg,2023 Porsche 718 Cayman,2023
2023 Porsche 718 Cayman - T,72500.0,6.0,300.0,14.2,20.0,26.0,2.0,50.2,172.4,70.9,97.4,3.0,img.autobytel.com/2023/porsche/718-cayman/2-550-oem-exterior-front1300-101815.jpg,2023 Porsche 718 Cayman,2023
2023 Porsche 718 Cayman - S,75400.0,6.0,350.0,16.9,19.0,24.0,2.0,51.0,172.4,70.9,97.4,3.0,img.autobytel.com/2023/porsche/718-cayman/2-550-oem-exterior-front1300-101816.jpg,2023 Porsche 718 Cayman,2023
2023 Porsche 718 Cayman - GTS 4.0,90300.0,6.0,394.0,16.9,17.0,24.0,2.0,50.2,173.5,70.9,97.4,3.0,img.autobytel.com/2023/porsche/718-cayman/2-550-oem-exterior-front1300-101817.jpg,2023 Porsche 718 Cayman,2023
2023 Porsche 718 Cayman - GT4,106500.0,6.0,414.0,16.9,17.0,23.0,2.0,50.0,175.5,70.9,97.8,3.0,img.autobytel.com/2023/porsche/718-cayman/2-550-oem-exterior-front1300-101818.jpg,2023 Porsche 718 Cayman,2023
2023 Porsche 718 Cayman - GT4 RS,149100.0,7.0,493.0,16.9,15.0,19.0,2.0,50.0,175.4,71.7,97.8,3.0,img.autobytel.com/2023/porsche/718-cayman/2-550-oem-exterior-front1300-101819.jpg,2023 Porsche 718 Cayman,2023
2022 Porsche 718 Cayman - Base,60500.0,6.0,300.0,14.2,20.0,26.0,2.0,51.0,172.4,70.9,97.4,3.0,img.autobytel.com/2022/porsche/718-cayman/2-550-oem-exterior-front1300-97565.jpg,2022 Porsche 718 Cayman,2022
2022 Porsche 718 Cayman - T,69600.0,6.0,300.0,14.2,20.0,26.0,2.0,50.2,172.4,70.9,97.4,3.0,img.autobytel.com/2022/porsche/718-cayman/2-550-oem-exterior-front1300-97566.jpg,2022 Porsche 718 Cayman,2022
2022 Porsche 718 Cayman - S,72500.0,6.0,350.0,16.9,19.0,24.0,2.0,51.0,172.4,70.9,97.4,3.0,img.autobytel.com/2022/porsche/718-cayman/2-550-oem-exterior-front1300-97567.jpg,2022 Porsche 718 Cayman,2022
2022 Porsche 718 Cayman - GTS 4.0,87400.0,6.0,394.0,16.9,17.0,24.0,2.0,50.2,173.5,70.9,97.4,3.0,img.autobytel.com/2022/porsche/718-cayman/2-550-oem-exterior-front1300-97568.jpg,2022 Porsche 718 Cayman,2022
2022 Porsche 718 Cayman - GT4,101200.0,6.0,414.0,16.9,17.0,23.0,2.0,50.0,175.5,70.9,97.8,3.0,img.autobytel.com/2022/porsche/718-cayman/2-550-oem-exterior-front1300-97569.jpg,2022 Porsche 718 Cayman,2022
2021 Porsche 718 Cayman - Base,59900.0,6.0,300.0,14.2,20.0,26.0,2.0,51.0,172.4,70.9,97.4,3.0,img.autobytel.com/2021/porsche/718-cayman/2-550-oem-exterior-front1300-95684.jpg,2021 Porsche 718 Cayman,2021
2021 Porsche 718 Cayman - S,71900.0,6.0,350.0,16.9,19.0,24.0,2.0,51.0,172.4,70.9,97.4,3.0,img.autobytel.com/2021/porsche/718-cayman/2-550-oem-exterior-front1300-95685.jpg,2021 Porsche 718 Cayman,2021
2021 Porsche 718 Cayman - T,68900.0,6.0,300.0,14.2,20.0,26.0,2.0,50.2,172.4,70.9,97.4,3.0,img.autobytel.com/2021/porsche/718-cayman/2-550-oem-exterior-front1300-95686.jpg,2021 Porsche 718 Cayman,2021
2021 Porsche 718 Cayman - GTS 4.0,86800.0,6.0,394.0,16.9,17.0,24.0,2.0,50.2,173.5,70.9,97.4,3.0,img.autobytel.com/2021/porsche/718-cayman/2-550-oem-exterior-front1300-95687.jpg,2021 Porsche 718 Cayman,2021
2021 Porsche 718 Cayman - GT4,100200.0,6.0,414.0,16.9,17.0,23.0,2.0,50.0,175.5,70.9,97.8,3.0,img.autobytel.com/2021/porsche/718-cayman/2-550-oem-exterior-front1300-95688.jpg,2021 Porsche 718 Cayman,2021
2020 Porsche 718 Cayman - GT4,99200.0,6.0,414.0,16.9,16.0,23.0,2.0,50.0,175.5,71.0,97.8,3.0,img.autobytel.com/2020/porsche/718-cayman/2-550-oemexteriorfront1300-92554.JPG,2020 Porsche 718 Cayman,2020
2020 Porsche 718 Cayman - Base,57500.0,6.0,300.0,14.2,20.0,26.0,2.0,51.0,172.4,70.9,97.4,3.0,img.autobytel.com/2020/porsche/718-cayman/2-550-oemexteriorfront1300-93741.JPG,2020 Porsche 718 Cayman,2020
2020 Porsche 718 Cayman - S,69900.0,6.0,350.0,16.9,19.0,24.0,2.0,51.0,172.4,70.9,97.4,3.0,img.autobytel.com/2020/porsche/718-cayman/2-550-oemexteriorfront1300-93742.JPG,2020 Porsche 718 Cayman,2020
2020 Porsche 718 Cayman - T,66400.0,6.0,300.0,14.2,20.0,26.0,2.0,50.2,172.4,70.9,97.4,3.0,img.autobytel.com/2020/porsche/718-cayman/2-550-oemexteriorfront1300-93743.JPG,2020 Porsche 718 Cayman,2020
2019 Porsche 718 Cayman - Base,56900.0,6.0,300.0,14.2,21.0,28.0,2.0,51.0,172.4,70.9,97.4,3.0,img.autobytel.com/2019/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-89448.jpg,2019 Porsche 718 Cayman,2019
2019 Porsche 718 Cayman - S,69300.0,6.0,350.0,16.9,20.0,26.0,2.0,51.0,172.4,70.9,97.4,3.0,img.autobytel.com/2019/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-89449.jpg,2019 Porsche 718 Cayman,2019
2019 Porsche 718 Cayman - GTS,80700.0,6.0,365.0,16.9,19.0,25.0,2.0,50.6,173.0,70.9,97.4,3.0,img.autobytel.com/2019/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-89450.jpg,2019 Porsche 718 Cayman,2019
2018 Porsche 718 Cayman - Base,55300.0,6.0,300.0,14.3,21.0,28.0,2.0,50.9,172.4,70.9,97.4,3.0,img.autobytel.com/2018/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-85075.jpg,2018 Porsche 718 Cayman,2018
2018 Porsche 718 Cayman - S,67700.0,6.0,350.0,16.9,20.0,26.0,2.0,50.9,172.4,70.9,97.4,3.0,img.autobytel.com/2018/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-85076.jpg,2018 Porsche 718 Cayman,2018
2018 Porsche 718 Cayman - GTS,79800.0,6.0,365.0,16.9,19.0,25.0,2.0,50.6,172.9,70.9,97.4,3.0,img.autobytel.com/2018/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-86522.jpg,2018 Porsche 718 Cayman,2018
2017 Porsche 718 Cayman - Base,53900.0,6.0,300.0,14.3,21.0,28.0,2.0,51.0,172.4,70.9,97.4,3.0,img.autobytel.com/2017/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-83298.jpg,2017 Porsche 718 Cayman,2017
2017 Porsche 718 Cayman - S,66300.0,6.0,350.0,16.9,20.0,26.0,2.0,51.0,172.4,70.9,97.4,3.0,img.autobytel.com/2017/porsche/718-cayman/2-550-oemexterior3/4frontrightfacing1308-83299.jpg,2017 Porsche 718 Cayman,2017
2014 Porsche Cayenne Hybrid - Base,70900.0,8.0,333.0,26.4,20.0,24.0,5.0,67.4,190.8,76.3,114.0,3.0,img.autobytel.com/2014/porsche/cayenne-hybrid/2-550-oemexteriorfront-72296.jpg,2014 Porsche Cayenne Hybrid,2014
2013 Porsche Cayenne Hybrid - Base,69850.0,8.0,333.0,22.4,20.0,24.0,5.0,67.1,190.8,76.3,114.0,3.0,img.autobytel.com/2013/porsche/cayenne-hybrid/2-550-oemexteriorfront-68961.jpg,2013 Porsche Cayenne Hybrid,2013
2012 Porsche Cayenne Hybrid - Base,69000.0,8.0,333.0,22.4,20.0,24.0,5.0,67.4,190.8,76.3,114.0,3.0,img.autobytel.com/2012/porsche/cayenne-hybrid/2-550-oemexteriorfront-67524.jpg,2012 Porsche Cayenne Hybrid,2012
2011 Porsche Cayenne Hybrid - Base,67700.0,8.0,333.0,22.4,20.0,24.0,5.0,67.4,190.8,76.3,114.0,2.0,img.autobytel.com/2011/porsche/cayenne-hybrid/2-550-oemexteriorfront-64757.jpg,2011 Porsche Cayenne Hybrid,2011
